Boat ID,Commander,Patrol Number,Patrol Length,Patrol Kind,Departure Date,Departure Port,Arrival Date,Arrival Port,Tonnage,Date Ordered,Date Launched,Date Commissioned,Fate,Fate Text,Date of Fate
347,Oblt.  Johann de Buhr,2,25,P,15/05/1944,Narvik,08/06/1944,Narvik,NA,10/04/1941,21/05/1943,07/07/1943,SANK,"Sunk on 17 July 1944 in the Norwegian Sea west of Narvik, Norway, in position 68.36N, 08.33E, by depth charges from a British Liberator aircraft (86 Sqn RAF/U). 49 dead (all hands lost). (Eric Zimmerman, January 1997).",17/07/1944
347,Oblt.  Johann de Buhr,3,1,P,23/06/1944,Narvik,23/06/1944,Narvik,NA,10/04/1941,21/05/1943,07/07/1943,SANK,"Sunk on 17 July 1944 in the Norwegian Sea west of Narvik, Norway, in position 68.36N, 08.33E, by depth charges from a British Liberator aircraft (86 Sqn RAF/U). 49 dead (all hands lost). (Eric Zimmerman, January 1997).",17/07/1944
347,Oblt.  Johann de Buhr,4,15,P,03/07/1944,Narvik,17/07/1944,Sunk,NA,10/04/1941,21/05/1943,07/07/1943,SANK,"Sunk on 17 July 1944 in the Norwegian Sea west of Narvik, Norway, in position 68.36N, 08.33E, by depth charges from a British Liberator aircraft (86 Sqn RAF/U). 49 dead (all hands lost). (Eric Zimmerman, January 1997).",17/07/1944
348,Oblt.  Hans-Norbert Schunck,1,23,P,23/04/1944,Bergen,15/05/1944,Bergen,NA,10/04/1941,25/06/1943,10/08/1943,SANK,"Sunk on 30 March 1945 inside pontoon dock off U-boat pen Fink II at Hamburg-Finkenwerder, in position 53.32,5N, 09.51,4E, by bombs during US air raid (8th AF). 2 dead, unknown number of survivors.",30/03/1945
348,Oblt.  Hans-Norbert Schunck,2,23,P,20/05/1944,Bergen,11/06/1944,Bergen,NA,10/04/1941,25/06/1943,10/08/1943,SANK,"Sunk on 30 March 1945 inside pontoon dock off U-boat pen Fink II at Hamburg-Finkenwerder, in position 53.32,5N, 09.51,4E, by bombs during US air raid (8th AF). 2 dead, unknown number of survivors.",30/03/1945
348,Oblt.  Hans-Norbert Schunck,3,6,P,17/07/1944,Reval,22/07/1944,Reval,NA,10/04/1941,25/06/1943,10/08/1943,SANK,"Sunk on 30 March 1945 inside pontoon dock off U-boat pen Fink II at Hamburg-Finkenwerder, in position 53.32,5N, 09.51,4E, by bombs during US air raid (8th AF). 2 dead, unknown number of survivors.",30/03/1945
348,Oblt.  Hans-Norbert Schunck,4,4,P,25/07/1944,Reval,28/07/1944,Risholm,NA,10/04/1941,25/06/1943,10/08/1943,SANK,"Sunk on 30 March 1945 inside pontoon dock off U-boat pen Fink II at Hamburg-Finkenwerder, in position 53.32,5N, 09.51,4E, by bombs during US air raid (8th AF). 2 dead, unknown number of survivors.",30/03/1945
348,Oblt.  Hans-Norbert Schunck,5,1,P,19/08/1944,Helsinki,19/08/1944,Mösholm,NA,10/04/1941,25/06/1943,10/08/1943,SANK,"Sunk on 30 March 1945 inside pontoon dock off U-boat pen Fink II at Hamburg-Finkenwerder, in position 53.32,5N, 09.51,4E, by bombs during US air raid (8th AF). 2 dead, unknown number of survivors.",30/03/1945
348,Oblt.  Hans-Norbert Schunck,6,28,P,03/01/1945,Danzig,30/01/1945,Swinemünde,NA,10/04/1941,25/06/1943,10/08/1943,SANK,"Sunk on 30 March 1945 inside pontoon dock off U-boat pen Fink II at Hamburg-Finkenwerder, in position 53.32,5N, 09.51,4E, by bombs during US air raid (8th AF). 2 dead, unknown number of survivors.",30/03/1945
352,Kptlt.  Hellmut Rathke,1,5,P,15/01/1942,Kiel,19/01/1942,Bergen,NA,09/10/1939,07/05/1941,28/08/1941,SANK,"Sunk on 9 May 1942 in the North Atlantic south of Cape Hatteras, in position 34.13N, 76.34W, by depth charges from the US Coast Guard cutter USCGC Icarus. 15 dead and 33 survivors.",09/05/1942
352,Kptlt.  Hellmut Rathke,2,33,P,07/04/1942,St. Nazaire,09/05/1942,Sunk,NA,09/10/1939,07/05/1941,28/08/1941,SANK,"Sunk on 9 May 1942 in the North Atlantic south of Cape Hatteras, in position 34.13N, 76.34W, by depth charges from the US Coast Guard cutter USCGC Icarus. 15 dead and 33 survivors.",09/05/1942
353, Wolfgang Römer,1,3,P,22/09/1942,Kiel,24/09/1942,Kristiansand,NA,09/10/1939,11/11/1941,31/03/1942,SANK,"Sunk on 16 October 1942 in the North Atlantic west of Ireland, in position 53.54N, 29.30W, by depth charges from the British destroyer HMS Fame. 6 dead and 39 survivors.",16/10/1942
354,Kptlt.  Karl-Heinz Herbschleb,1,33,P,29/10/1942,Skjomenfjord,30/11/1942,Narvik,"7,176",09/10/1939,10/01/1942,22/04/1942,SANK,"Sunk on 24 August 1944 in the Barents Sea north-east of North Cape, in position 72.49N, 30.41E, by depth charges from the British sloop HMS Mermaid and the British frigate HMS Loch Dunvegan. 51 dead (all hands lost).",24/08/1944
354,Kptlt.  Karl-Heinz Herbschleb,2,28,P,19/12/1942,Narvik,15/01/1943,Narvik,NA,09/10/1939,10/01/1942,22/04/1942,SANK,"Sunk on 24 August 1944 in the Barents Sea north-east of North Cape, in position 72.49N, 30.41E, by depth charges from the British sloop HMS Mermaid and the British frigate HMS Loch Dunvegan. 51 dead (all hands lost).",24/08/1944
354,Kptlt.  Karl-Heinz Herbschleb,3,25,P,11/03/1943,Trondheim,04/04/1943,Narvik,NA,09/10/1939,10/01/1942,22/04/1942,SANK,"Sunk on 24 August 1944 in the Barents Sea north-east of North Cape, in position 72.49N, 30.41E, by depth charges from the British sloop HMS Mermaid and the British frigate HMS Loch Dunvegan. 51 dead (all hands lost).",24/08/1944
354,Kptlt.  Karl-Heinz Herbschleb,4,35,P,09/05/1943,Hammerfest,12/06/1943,Narvik,NA,09/10/1939,10/01/1942,22/04/1942,SANK,"Sunk on 24 August 1944 in the Barents Sea north-east of North Cape, in position 72.49N, 30.41E, by depth charges from the British sloop HMS Mermaid and the British frigate HMS Loch Dunvegan. 51 dead (all hands lost).",24/08/1944
354,Kptlt.  Karl-Heinz Herbschleb,5,50,P,04/08/1943,Skjomenfjord,22/09/1943,Narvik,"3,771",09/10/1939,10/01/1942,22/04/1942,SANK,"Sunk on 24 August 1944 in the Barents Sea north-east of North Cape, in position 72.49N, 30.41E, by depth charges from the British sloop HMS Mermaid and the British frigate HMS Loch Dunvegan. 51 dead (all hands lost).",24/08/1944
354,Kptlt.  Karl-Heinz Herbschleb,6,2,P,22/10/1943,Narvik,23/10/1943,Tromsö,NA,09/10/1939,10/01/1942,22/04/1942,SANK,"Sunk on 24 August 1944 in the Barents Sea north-east of North Cape, in position 72.49N, 30.41E, by depth charges from the British sloop HMS Mermaid and the British frigate HMS Loch Dunvegan. 51 dead (all hands lost).",24/08/1944
354,Kptlt.  Karl-Heinz Herbschleb,7,26,P,07/12/1943,Hammerfest,01/01/1944,Narvik,NA,09/10/1939,10/01/1942,22/04/1942,SANK,"Sunk on 24 August 1944 in the Barents Sea north-east of North Cape, in position 72.49N, 30.41E, by depth charges from the British sloop HMS Mermaid and the British frigate HMS Loch Dunvegan. 51 dead (all hands lost).",24/08/1944
354,Oblt.  Hans-Jürgen Sthamer,8,36,P,08/03/1944,Narvik,12/04/1944,Narvik,NA,09/10/1939,10/01/1942,22/04/1942,SANK,"Sunk on 24 August 1944 in the Barents Sea north-east of North Cape, in position 72.49N, 30.41E, by depth charges from the British sloop HMS Mermaid and the British frigate HMS Loch Dunvegan. 51 dead (all hands lost).",24/08/1944
354,Oblt.  Hans-Jürgen Sthamer,9,16,P,18/04/1944,Narvik,03/05/1944,Narvik,NA,09/10/1939,10/01/1942,22/04/1942,SANK,"Sunk on 24 August 1944 in the Barents Sea north-east of North Cape, in position 72.49N, 30.41E, by depth charges from the British sloop HMS Mermaid and the British frigate HMS Loch Dunvegan. 51 dead (all hands lost).",24/08/1944
354,Oblt.  Hans-Jürgen Sthamer,10,4,P,30/06/1944,Bogenbucht,03/07/1944,Tromsö,NA,09/10/1939,10/01/1942,22/04/1942,SANK,"Sunk on 24 August 1944 in the Barents Sea north-east of North Cape, in position 72.49N, 30.41E, by depth charges from the British sloop HMS Mermaid and the British frigate HMS Loch Dunvegan. 51 dead (all hands lost).",24/08/1944
354,Oblt.  Hans-Jürgen Sthamer,11,4,P,21/08/1944,Narvik,24/08/1944,Sunk,"12,720",09/10/1939,10/01/1942,22/04/1942,SANK,"Sunk on 24 August 1944 in the Barents Sea north-east of North Cape, in position 72.49N, 30.41E, by depth charges from the British sloop HMS Mermaid and the British frigate HMS Loch Dunvegan. 51 dead (all hands lost).",24/08/1944
355,Kptlt.  Günter La Baume,1,27,P,16/06/1942,Skjomenfjord,12/07/1942,Narvik,"5,082",26/10/1939,05/07/1941,29/10/1941,NA,"Missing since 1 April 1944 in the Norwegian Sea south-west of Bear Island. There is no explanation for its loss. 52 dead (all hands lost). (Axel Niestlé, January 1997).",01/04/1944
355,Kptlt.  Günter La Baume,2,31,P,25/07/1942,Narvik,24/08/1942,Narvik,NA,26/10/1939,05/07/1941,29/10/1941,NA,"Missing since 1 April 1944 in the Norwegian Sea south-west of Bear Island. There is no explanation for its loss. 52 dead (all hands lost). (Axel Niestlé, January 1997).",01/04/1944
355,Kptlt.  Günter La Baume,3,33,P,02/02/1943,Narvik,06/03/1943,Narvik,NA,26/10/1939,05/07/1941,29/10/1941,NA,"Missing since 1 April 1944 in the Norwegian Sea south-west of Bear Island. There is no explanation for its loss. 52 dead (all hands lost). (Axel Niestlé, January 1997).",01/04/1944
355,Kptlt.  Günter La Baume,4,32,P,17/03/1943,Narvik,17/04/1943,Hammerfest,NA,26/10/1939,05/07/1941,29/10/1941,NA,"Missing since 1 April 1944 in the Norwegian Sea south-west of Bear Island. There is no explanation for its loss. 52 dead (all hands lost). (Axel Niestlé, January 1997).",01/04/1944
355,KrvKpt.  Günter La Baume,5,31,P,06/07/1943,Trondheim,05/08/1943,Narvik,NA,26/10/1939,05/07/1941,29/10/1941,NA,"Missing since 1 April 1944 in the Norwegian Sea south-west of Bear Island. There is no explanation for its loss. 52 dead (all hands lost). (Axel Niestlé, January 1997).",01/04/1944
355,KrvKpt.  Günter La Baume,6,21,P,16/08/1943,Narvik,05/09/1943,Hammerfest,NA,26/10/1939,05/07/1941,29/10/1941,NA,"Missing since 1 April 1944 in the Norwegian Sea south-west of Bear Island. There is no explanation for its loss. 52 dead (all hands lost). (Axel Niestlé, January 1997).",01/04/1944
355,KrvKpt.  Günter La Baume,7,4,P,06/09/1943,Hammerfest,09/09/1943,Hammerfest,NA,26/10/1939,05/07/1941,29/10/1941,NA,"Missing since 1 April 1944 in the Norwegian Sea south-west of Bear Island. There is no explanation for its loss. 52 dead (all hands lost). (Axel Niestlé, January 1997).",01/04/1944
355,KrvKpt.  Günter La Baume,8,24,P,02/10/1943,Hammerfest,25/10/1943,Hammerfest,NA,26/10/1939,05/07/1941,29/10/1941,NA,"Missing since 1 April 1944 in the Norwegian Sea south-west of Bear Island. There is no explanation for its loss. 52 dead (all hands lost). (Axel Niestlé, January 1997).",01/04/1944
355,KrvKpt.  Günter La Baume,9,8,P,25/03/1944,Narvik,01/04/1944,Sunk,NA,26/10/1939,05/07/1941,29/10/1941,NA,"Missing since 1 April 1944 in the Norwegian Sea south-west of Bear Island. There is no explanation for its loss. 52 dead (all hands lost). (Axel Niestlé, January 1997).",01/04/1944
356,Oblt.  Georg Wallas,1,63,P,03/09/1942,Kiel,04/11/1942,St. Nazaire,NA,26/10/1939,17/09/1941,20/12/1941,SANK,"Sunk on 27 December 1942 in the North Atlantic north of the Azores, in position 45.30N, 25.40W, by depth charges from the Canadian destroyer HMCS St. Laurent and the Canadian corvettes HMCS Chilliwack, HMCS Battleford and HMCS Napanee. 46 dead (all hands lost).",27/12/1942
356,Oblt.  Günther Ruppelt,2,23,P,05/12/1942,St. Nazaire,27/12/1942,Sunk,"20,700",26/10/1939,17/09/1941,20/12/1941,SANK,"Sunk on 27 December 1942 in the North Atlantic north of the Azores, in position 45.30N, 25.40W, by depth charges from the Canadian destroyer HMCS St. Laurent and the Canadian corvettes HMCS Chilliwack, HMCS Battleford and HMCS Napanee. 46 dead (all hands lost).",27/12/1942
357,Kptlt.  Adolf Kellner,1,12,P,15/12/1942,Kiel,26/12/1942,Sunk,NA,26/10/1939,31/03/1942,18/06/1942,SANK,"Sunk on 26 December 1942 in the North Atlantic north-west of Ireland, in position 57.10N, 15.40W, by depth charges from the British destroyers HMS Hesperus and HMS Vanessa. 36 dead and 6 survivors.",26/12/1942
358,Kptlt.  Rolf Manke,1,3,P,12/01/1943,Kiel,14/01/1943,Kristiansand,NA,26/10/1939,30/04/1942,15/08/1942,SANK,"Sunk on 1 March 1944 in the North Atlantic north of the Azores, in position 45.46N, 23.16W, by depth charges from the British frigates HMS Gould, HMS Affleck, HMS Gore and HMS Garlies. 50 dead and 1 survivor.",01/03/1944
358,Kptlt.  Rolf Manke,2,35,P,11/04/1943,St. Nazaire,15/05/1943,St. Nazaire,"8,076",26/10/1939,30/04/1942,15/08/1942,SANK,"Sunk on 1 March 1944 in the North Atlantic north of the Azores, in position 45.46N, 23.16W, by depth charges from the British frigates HMS Gould, HMS Affleck, HMS Gore and HMS Garlies. 50 dead and 1 survivor.",01/03/1944
358,Kptlt.  Rolf Manke,3,84,P,10/06/1943,St. Nazaire,01/09/1943,St. Nazaire,NA,26/10/1939,30/04/1942,15/08/1942,SANK,"Sunk on 1 March 1944 in the North Atlantic north of the Azores, in position 45.46N, 23.16W, by depth charges from the British frigates HMS Gould, HMS Affleck, HMS Gore and HMS Garlies. 50 dead and 1 survivor.",01/03/1944
358,Kptlt.  Rolf Manke,4,55,P,23/10/1943,St. Nazaire,16/12/1943,St. Nazaire,NA,26/10/1939,30/04/1942,15/08/1942,SANK,"Sunk on 1 March 1944 in the North Atlantic north of the Azores, in position 45.46N, 23.16W, by depth charges from the British frigates HMS Gould, HMS Affleck, HMS Gore and HMS Garlies. 50 dead and 1 survivor.",01/03/1944
358,Kptlt.  Rolf Manke,5,17,P,14/02/1944,St. Nazaire,01/03/1944,Sunk,"1,192",26/10/1939,30/04/1942,15/08/1942,SANK,"Sunk on 1 March 1944 in the North Atlantic north of the Azores, in position 45.46N, 23.16W, by depth charges from the British frigates HMS Gould, HMS Affleck, HMS Gore and HMS Garlies. 50 dead and 1 survivor.",01/03/1944
359,Oblt.  Heinz Förster,1,43,P,04/02/1943,Kiel,18/03/1943,St. Nazaire,NA,06/08/1940,11/06/1942,05/10/1942,SANK,"Sunk on 26 July 1943 in the Caribbean Sea east of Jamaica, in position 18.06N, 75.00W, by depth charges from a US Mariner aircraft (VP-32 USN/P-12). 47 dead (all hands lost). (Axel Niestlé, December 1997).",26/07/1943
359,Oblt.  Heinz Förster,2,32,P,19/04/1943,St. Nazaire,20/05/1943,St. Nazaire,NA,06/08/1940,11/06/1942,05/10/1942,SANK,"Sunk on 26 July 1943 in the Caribbean Sea east of Jamaica, in position 18.06N, 75.00W, by depth charges from a US Mariner aircraft (VP-32 USN/P-12). 47 dead (all hands lost). (Axel Niestlé, December 1997).",26/07/1943
359,Oblt.  Heinz Förster,3,28,P,29/06/1943,St. Nazaire,26/07/1943,Sunk,NA,06/08/1940,11/06/1942,05/10/1942,SANK,"Sunk on 26 July 1943 in the Caribbean Sea east of Jamaica, in position 18.06N, 75.00W, by depth charges from a US Mariner aircraft (VP-32 USN/P-12). 47 dead (all hands lost). (Axel Niestlé, December 1997).",26/07/1943
360,Kptlt.  Klaus-Helmuth Becker,1,40,P,16/08/1943,Narvik,24/09/1943,Hammerfest,NA,06/08/1940,28/07/1942,12/11/1942,SANK,"Sunk on 2 April 1944 in the Norwegian Sea south-west of Bear Island, in position 73.28N, 13.04E, by depth charges from the British destroyer HMS Keppel. 51 dead (all hands lost).",02/04/1944
360,Kptlt.  Klaus-Helmuth Becker,2,45,P,06/10/1943,Hammerfest,19/11/1943,Narvik,NA,06/08/1940,28/07/1942,12/11/1942,SANK,"Sunk on 2 April 1944 in the Norwegian Sea south-west of Bear Island, in position 73.28N, 13.04E, by depth charges from the British destroyer HMS Keppel. 51 dead (all hands lost).",02/04/1944
360,Kptlt.  Klaus-Helmuth Becker,3,8,P,23/11/1943,Narvik,30/11/1943,Narvik,NA,06/08/1940,28/07/1942,12/11/1942,SANK,"Sunk on 2 April 1944 in the Norwegian Sea south-west of Bear Island, in position 73.28N, 13.04E, by depth charges from the British destroyer HMS Keppel. 51 dead (all hands lost).",02/04/1944
360,Kptlt.  Klaus-Helmuth Becker,4,33,P,27/12/1943,Narvik,28/01/1944,Hammerfest,"8,693",06/08/1940,28/07/1942,12/11/1942,SANK,"Sunk on 2 April 1944 in the Norwegian Sea south-west of Bear Island, in position 73.28N, 13.04E, by depth charges from the British destroyer HMS Keppel. 51 dead (all hands lost).",02/04/1944
360,Kptlt.  Klaus-Helmuth Becker,5,5,P,29/03/1944,Trondheim,02/04/1944,Sunk,NA,06/08/1940,28/07/1942,12/11/1942,SANK,"Sunk on 2 April 1944 in the Norwegian Sea south-west of Bear Island, in position 73.28N, 13.04E, by depth charges from the British destroyer HMS Keppel. 51 dead (all hands lost).",02/04/1944
361,Oblt.  Hans Seidel,1,35,P,22/02/1944,Kiel,27/03/1944,Narvik,NA,07/12/1940,09/09/1942,18/12/1942,SANK,"Sunk in 17 July 1944 in the Norwegian Sea west of Narvik, Norway, in position 68.35N, 06.00E, by depth charges from a British Catalina aircraft (210 Sqn RAF/Y). 52 dead (all hands lost). (Eric Zimmerman, January 1997).",17/07/1944
361,Oblt.  Hans Seidel,2,25,P,31/03/1944,Narvik,24/04/1944,Narvik,NA,07/12/1940,09/09/1942,18/12/1942,SANK,"Sunk in 17 July 1944 in the Norwegian Sea west of Narvik, Norway, in position 68.35N, 06.00E, by depth charges from a British Catalina aircraft (210 Sqn RAF/Y). 52 dead (all hands lost). (Eric Zimmerman, January 1997).",17/07/1944
361,Kptlt.  Hans Seidel,3,21,P,27/06/1944,Narvik,17/07/1944,Sunk,NA,07/12/1940,09/09/1942,18/12/1942,SANK,"Sunk in 17 July 1944 in the Norwegian Sea west of Narvik, Norway, in position 68.35N, 06.00E, by depth charges from a British Catalina aircraft (210 Sqn RAF/Y). 52 dead (all hands lost). (Eric Zimmerman, January 1997).",17/07/1944
362,Oblt.  Ludwig Franz,1,5,P,06/02/1944,Kiel,10/02/1944,Bergen,NA,07/12/1940,21/10/1942,04/02/1943,SANK,"Sunk on 5 September 1944 in the Kara Sea north-east of Kravkova Island, in position 75.51N, 89.27E, by depth charges from the Soviet minesweeper T-116. 51 dead (all hands lost).",05/09/1944
362,Oblt.  Ludwig Franz,2,6,P,08/04/1944,Narvik,13/04/1944,Trondheim,NA,07/12/1940,21/10/1942,04/02/1943,SANK,"Sunk on 5 September 1944 in the Kara Sea north-east of Kravkova Island, in position 75.51N, 89.27E, by depth charges from the Soviet minesweeper T-116. 51 dead (all hands lost).",05/09/1944
362,Oblt.  Ludwig Franz,3,25,P,14/05/1944,Trondheim,07/06/1944,Skjomenfjord,NA,07/12/1940,21/10/1942,04/02/1943,SANK,"Sunk on 5 September 1944 in the Kara Sea north-east of Kravkova Island, in position 75.51N, 89.27E, by depth charges from the Soviet minesweeper T-116. 51 dead (all hands lost).",05/09/1944
362,Oblt.  Ludwig Franz,4,7,P,14/07/1944,Skjomenfjord,20/07/1944,Hammerfest,NA,07/12/1940,21/10/1942,04/02/1943,SANK,"Sunk on 5 September 1944 in the Kara Sea north-east of Kravkova Island, in position 75.51N, 89.27E, by depth charges from the Soviet minesweeper T-116. 51 dead (all hands lost).",05/09/1944
362,Oblt.  Ludwig Franz,5,35,P,02/08/1944,Hammerfest,05/09/1944,Sunk,NA,07/12/1940,21/10/1942,04/02/1943,SANK,"Sunk on 5 September 1944 in the Kara Sea north-east of Kravkova Island, in position 75.51N, 89.27E, by depth charges from the Soviet minesweeper T-116. 51 dead (all hands lost).",05/09/1944
363, Werner Nees,1,32,P,29/05/1944,Bergen,29/06/1944,Bogenbucht,NA,20/01/1941,17/12/1942,18/03/1943,NA,"Surrendered on 9 May 1945 at Narvik, Norway (Waller & Niestlé, 2010).

Transferred to Loch Eriboll, Scotland, on 19 May 1945 and later to Lisahally.
",09/05/1945
363, Werner Nees,2,30,P,04/08/1944,Bogenbucht,02/09/1944,Narvik,NA,20/01/1941,17/12/1942,18/03/1943,NA,"Surrendered on 9 May 1945 at Narvik, Norway (Waller & Niestlé, 2010).

Transferred to Loch Eriboll, Scotland, on 19 May 1945 and later to Lisahally.
",09/05/1945
363, Werner Nees,3,9,P,28/09/1944,Narvik,06/10/1944,Narvik,NA,20/01/1941,17/12/1942,18/03/1943,NA,"Surrendered on 9 May 1945 at Narvik, Norway (Waller & Niestlé, 2010).

Transferred to Loch Eriboll, Scotland, on 19 May 1945 and later to Lisahally.
",09/05/1945
363, Werner Nees,4,28,P,15/10/1944,Narvik,11/11/1944,Kilbotn,NA,20/01/1941,17/12/1942,18/03/1943,NA,"Surrendered on 9 May 1945 at Narvik, Norway (Waller & Niestlé, 2010).

Transferred to Loch Eriboll, Scotland, on 19 May 1945 and later to Lisahally.
",09/05/1945
363, Werner Nees,5,11,P,28/11/1944,Kilbotn,08/12/1944,Narvik,NA,20/01/1941,17/12/1942,18/03/1943,NA,"Surrendered on 9 May 1945 at Narvik, Norway (Waller & Niestlé, 2010).

Transferred to Loch Eriboll, Scotland, on 19 May 1945 and later to Lisahally.
",09/05/1945
363,Kptlt.  Werner Nees,6,20,P,12/03/1945,Kilbotn,31/03/1945,Kilbotn,NA,20/01/1941,17/12/1942,18/03/1943,NA,"Surrendered on 9 May 1945 at Narvik, Norway (Waller & Niestlé, 2010).

Transferred to Loch Eriboll, Scotland, on 19 May 1945 and later to Lisahally.
",09/05/1945
363,Kptlt.  Werner Nees,7,21,P,18/04/1945,Kilbotn,08/05/1945,Narvik,NA,20/01/1941,17/12/1942,18/03/1943,NA,"Surrendered on 9 May 1945 at Narvik, Norway (Waller & Niestlé, 2010).

Transferred to Loch Eriboll, Scotland, on 19 May 1945 and later to Lisahally.
",09/05/1945
364,Oblt.  Paul-Heinrich Sass,1,4,P,23/11/1943,Kiel,26/11/1943,Marviken,NA,20/01/1941,21/01/1943,03/05/1943,SANK,"Sunk on 29 January 1944 in the Bay of Biscay west of Bordeaux, in position 45.33N, 06.05W, by depth charges from a  British Halifax aircraft (502 Sqn RAF/U). 49 dead (all hands lost). (Axel Niestlé, September 2003).",29/01/1944
364,Oblt.  Paul-Heinrich Sass,2,63,P,28/11/1943,Marviken,29/01/1944,Sunk,NA,20/01/1941,21/01/1943,03/05/1943,SANK,"Sunk on 29 January 1944 in the Bay of Biscay west of Bordeaux, in position 45.33N, 06.05W, by depth charges from a  British Halifax aircraft (502 Sqn RAF/U). 49 dead (all hands lost). (Axel Niestlé, September 2003).",29/01/1944
365,Kptlt.  Heimar Wedemeyer,1,11,P,26/03/1944,Bergen,05/04/1944,Bergen,NA,20/01/1941,09/03/1943,08/06/1943,SANK,"Sunk on 13 December 1944 in the Norwegian Sea east of Jan Mayen Island, in position 70.43N, 08.07E, by depth charges from two Swordfish aircraft (813 Sqn FAA/L & Q) of the British escort carrier HMS Campania. 50 dead (all hands lost).",13/12/1944
365,Kptlt.  Heimar Wedemeyer,2,17,P,08/04/1944,Bergen,24/04/1944,Bergen,NA,20/01/1941,09/03/1943,08/06/1943,SANK,"Sunk on 13 December 1944 in the Norwegian Sea east of Jan Mayen Island, in position 70.43N, 08.07E, by depth charges from two Swordfish aircraft (813 Sqn FAA/L & Q) of the British escort carrier HMS Campania. 50 dead (all hands lost).",13/12/1944
365,Kptlt.  Heimar Wedemeyer,3,21,P,01/05/1944,Bergen,21/05/1944,Bergen,NA,20/01/1941,09/03/1943,08/06/1943,SANK,"Sunk on 13 December 1944 in the Norwegian Sea east of Jan Mayen Island, in position 70.43N, 08.07E, by depth charges from two Swordfish aircraft (813 Sqn FAA/L & Q) of the British escort carrier HMS Campania. 50 dead (all hands lost).",13/12/1944
365,Kptlt.  Heimar Wedemeyer,4,30,P,23/06/1944,Skjomenford,22/07/1944,Hammerfest,NA,20/01/1941,09/03/1943,08/06/1943,SANK,"Sunk on 13 December 1944 in the Norwegian Sea east of Jan Mayen Island, in position 70.43N, 08.07E, by depth charges from two Swordfish aircraft (813 Sqn FAA/L & Q) of the British escort carrier HMS Campania. 50 dead (all hands lost).",13/12/1944
365,Kptlt.  Heimar Wedemeyer,5,21,P,05/08/1944,Hammerfest,25/08/1944,Hammerfest,"8,790",20/01/1941,09/03/1943,08/06/1943,SANK,"Sunk on 13 December 1944 in the Norwegian Sea east of Jan Mayen Island, in position 70.43N, 08.07E, by depth charges from two Swordfish aircraft (813 Sqn FAA/L & Q) of the British escort carrier HMS Campania. 50 dead (all hands lost).",13/12/1944
365,Kptlt.  Heimar Wedemeyer,6,3,P,06/09/1944,Narvik,08/09/1944,Bogenbucht,NA,20/01/1941,09/03/1943,08/06/1943,SANK,"Sunk on 13 December 1944 in the Norwegian Sea east of Jan Mayen Island, in position 70.43N, 08.07E, by depth charges from two Swordfish aircraft (813 Sqn FAA/L & Q) of the British escort carrier HMS Campania. 50 dead (all hands lost).",13/12/1944
365,Kptlt.  Heimar Wedemeyer,7,2,P,07/10/1944,Bogenbucht,08/10/1944,Tromsö,NA,20/01/1941,09/03/1943,08/06/1943,SANK,"Sunk on 13 December 1944 in the Norwegian Sea east of Jan Mayen Island, in position 70.43N, 08.07E, by depth charges from two Swordfish aircraft (813 Sqn FAA/L & Q) of the British escort carrier HMS Campania. 50 dead (all hands lost).",13/12/1944
365,Oblt.  Diether Todenhagen,8,22,P,22/11/1944,Kilbotn,13/12/1944,Sunk,"1,815",20/01/1941,09/03/1943,08/06/1943,SANK,"Sunk on 13 December 1944 in the Norwegian Sea east of Jan Mayen Island, in position 70.43N, 08.07E, by depth charges from two Swordfish aircraft (813 Sqn FAA/L & Q) of the British escort carrier HMS Campania. 50 dead (all hands lost).",13/12/1944
366,Oblt.  Bruno Langenberg,1,10,P,20/02/1944,Bergen,29/02/1944,Hammerfest,NA,20/01/1941,16/04/1943,16/07/1943,SANK,"Sunk on 5 March 1944 in the Norwegian Sea north-west of Hammerfest, in position 72.10N, 14.45E, by rockets from a Swordfish aircraft (816 Sqn FAA/F) of the British escort carrier HMS Chaser. 50 dead (all hands lost).",05/03/1944
366,Oblt.  Bruno Langenberg,2,2,P,04/03/1944,Hammerfest,05/03/1944,Sunk,NA,20/01/1941,16/04/1943,16/07/1943,SANK,"Sunk on 5 March 1944 in the Norwegian Sea north-west of Hammerfest, in position 72.10N, 14.45E, by rockets from a Swordfish aircraft (816 Sqn FAA/F) of the British escort carrier HMS Chaser. 50 dead (all hands lost).",05/03/1944
370,Oblt. (R)  Karl Nielsen,1,4,P,09/07/1944,Kiel,12/07/1944,Reval,NA,25/08/1941,24/09/1943,19/11/1943,NA,Scuttled on 5 May 1945 in Gelting Bay. Wreck broken up in 1948. ,05/05/1945
370,Oblt. (R)  Karl Nielsen,2,2,P,13/07/1944,Reval,14/07/1944,Grand Hotel,NA,25/08/1941,24/09/1943,19/11/1943,NA,Scuttled on 5 May 1945 in Gelting Bay. Wreck broken up in 1948. ,05/05/1945
370,Oblt. (R)  Karl Nielsen,3,8,P,17/07/1944,Grand Hotel,24/07/1944,Grand Hotel,NA,25/08/1941,24/09/1943,19/11/1943,NA,Scuttled on 5 May 1945 in Gelting Bay. Wreck broken up in 1948. ,05/05/1945
370,Oblt. (R)  Karl Nielsen,4,2,P,26/07/1944,Grand Hotel,27/07/1944,Nord Altaskär,NA,25/08/1941,24/09/1943,19/11/1943,NA,Scuttled on 5 May 1945 in Gelting Bay. Wreck broken up in 1948. ,05/05/1945
